1, 1, 1, 1, 1, 1, 0.629018893, 1
0.979591837, 1, 1, 1, 1, 1, 1, 1
0.979591837, 0.204, 0.809235844, 0.819, 0.778, 0.5, 0.565628107, 0.952
0.959183673, 0.226, 0.809235844, 0.819, 0.831, 0.5, 0.695972821, 0.947
0.943877551, 0.582, 0.809235844, 0.805, 0.963, 0.5, 0.780245277, 0.909
0.920918367, 0.238, 0.809235844, 0.819, 0.856, 0.5, 0.785134239, 0.952
0.892857143, 1, 1, 1, 1, 1, 0.992790852, 0.667
0.87244898, 1, 1, 1, 1, 1, 0.916804773, 1
0.793367347, 0.06, 0.366959868, 0.163, 0.228, 0.1, 0.191083858, 0.526
0.785714286, 0.084, 0.366959868, 0.138, 0.161, 0.1, 0.132001989, 0.4
0.778061224, 0.182, 0.809235844, 0.819, 0.774, 0.5, 0.636228041, 0.952
0.757653061, 0.162, 0.618746564, 0.549, 0.748, 0.25, 0.636228041, 0.87
0.75255102, 0.604, 0.809235844, 0.818, 0.947, 0.5, 0.486990388, 0.933
0.719387755, 0.797, 0.809235844, 0.819, 0.986, 0.5, 0.767484256, 0.952
0.423469388, 0.068, 0.557449148, 0.449, 0.255, 0.2, 0.193404044, 0.667
0.428571429, 0.079, 0.557449148, 0.447, 0.359, 0.2, 0.269970169, 0.75
0.295918367, 0.065, 0.2053326, 0, 0, 0.056, 0, 0.105
0.280612245, 0.059, 0.428257284, 0.246, 0.226, 0.125, 0.193404044, 0.571
0.242346939, 0.052, 0.39582188, 0.168, 0.123, 0.111, 0.106894266, 0.429
0.227040816, 0.059, 0.237768004, 0.027, 0.092, 0.063, 0.066456745, 0.211
0.221938776, 0.113, 0.557449148, 0.425, 0.599, 0.2, 0.487653298, 0.667
0.214285714, 0.052, 0.39582188, 0.168, 0.123, 0.111, 0.106894266, 0.429
0.160714286, 0.057, 0.557449148, 0.375, 0.136, 0.2, 0.106894266, 0.6
0.140306122, 0.068, 0.557449148, 0.449, 0.254, 0.2, 0.193404044, 0.667
0.107142857, 0.055, 0.50742166, 0.307, 0.131, 0.167, 0.106894266, 0.545
0.107142857, 0.068, 0.557449148, 0.449, 0.255, 0.2, 0.193404044, 0.667
0.033163265, 0.059, 0.340846619, 0.113, 0.246, 0.091, 0.217103083, 0.375
0.028061224, 0.056, 0.428257284, 0.206, 0.214, 0.125, 0.189177991, 0.471
0.020408163, 0.042, 0.126443101, 0, 0, 0.042, 0, 0.08
0.002040816, 0.056, 0.31693238, 0.06, 0.066, 0.083, 0.049386808, 0.267
